package_id,courier_id,city,zone_id,task_type,origin_lat,origin_lng,destination_lat,destination_lng,assigned_time,accepted_time,pickup_time,completed_time,promised_delivery_time,courier_workload_2h,scenario_source,acceptance_gap_minutes,pickup_gap_minutes,execution_time_minutes,delay_minutes,is_delayed,delay_category,event_sequence_abnormality_score,time_window_violation_score,workload_pressure_score,distance_km,expected_execution_time_minutes,distance_adjusted_execution_ratio,route_execution_instability_score,operational_exception_severity,severity_class,root_cause_label
PKG-100530,CR-134,Chicago,Z1,pickup,41.92398112736441,-87.67055412889756,41.91099883236756,-87.56777506740147,2026-01-15 09:51:00,2026-01-15 11:47:00,2026-01-15 12:22:00,2026-01-15 14:57:00,2026-01-15 11:56:00,12,acceptance_delay,116.0,35.0,155.0,181.0,True,Moderate Delay,0.0,0.7541666666666667,0.6,8.625694140954764,20.701665938291434,7.487320124961527,1.0,0.5545138888888889,High,Courier acceptance delay
PKG-100531,CR-101,Dallas,Z4,delivery,32.76308982775695,-96.7394562543298,32.74748118965865,-96.83585155309316,2026-01-04 09:34:00,2026-01-04 09:43:00,2026-01-04 09:53:00,2026-01-04 11:10:00,2026-01-04 12:56:00,3,normal,9.0,10.0,77.0,0.0,False,On Time,0.0,0.0,0.15,9.179847826899909,22.03163478455978,3.494974419872064,1.0,0.1225,Low,Route execution instability
PKG-100532,CR-119,Atlanta,Z2,delivery,33.76731606860295,-84.41595348861044,33.67334739078677,-84.45863971483944,2026-01-13 09:20:00,2026-01-13 09:35:00,2026-01-13 09:48:00,2026-01-13 11:21:00,2026-01-13 12:50:00,2,normal,15.0,13.0,93.0,0.0,False,On Time,0.0,0.0,0.1,11.169798313975958,26.8075159535423,3.4691763370082462,1.0,0.115,Low,Route execution instability
PKG-100533,CR-112,Chicago,Z5,delivery,41.876976710544376,-87.58941760341594,41.85970778874083,-87.69138698049869,2026-01-02 13:29:00,2026-01-02 14:52:00,2026-01-02 15:32:00,2026-01-02 16:55:00,2026-01-02 16:21:00,8,acceptance_delay,83.0,40.0,83.0,34.0,True,Slight Delay,0.0,0.14166666666666666,0.4,8.659135454033619,20.781925089680684,3.993855219948505,1.0,0.22847222222222222,Low,Courier acceptance delay
PKG-100534,CR-101,Dallas,Z5,delivery,32.73611057534573,-96.7882468079906,32.822334269864044,-96.8282619452855,2026-01-14 15:05:00,2026-01-14 16:12:00,2026-01-14 16:55:00,2026-01-14 20:11:00,2026-01-14 18:22:00,21,workload_pressure,67.0,43.0,196.0,109.0,True,Moderate Delay,0.0,0.45416666666666666,1.0,10.291625421263362,24.69990101103207,7.935254473791524,1.0,0.4695138888888889,Medium,Workload pressure
PKG-100535,CR-110,Chicago,Z5,pickup,41.95191633747994,-87.62097564028294,41.80478673277021,-87.57977700516624,2026-01-31 17:18:00,2026-01-31 17:33:00,2026-01-31 19:03:00,2026-01-31 20:30:00,2026-01-31 20:49:00,6,pickup_delay,15.0,90.0,87.0,0.0,False,On Time,0.0,0.0,0.3,16.711852179691697,40.10844523126007,2.1691192340757497,1.0,0.14500000000000002,Low,Pickup/task start delay
PKG-100536,CR-138,Dallas,Z4,pickup,32.831490187635666,-96.84295933844427,32.831209471071155,-96.83199019378962,2026-01-06 16:36:00,2026-01-06 16:43:00,2026-01-06 17:00:00,2026-01-06 19:14:00,2026-01-06 20:07:00,8,normal,7.0,17.0,134.0,0.0,False,On Time,0.0,0.0,0.4,1.025363759037451,2.460873021689882,54.45222033763537,1.0,0.16,Low,Route execution instability
PKG-100537,CR-108,Newark,Z3,pickup,40.68943602820688,-74.1716287600548,40.78402904853619,-74.11097094206559,2026-01-31 13:40:00,2026-01-31 14:09:00,2026-01-31 14:36:00,2026-01-31 16:18:00,2026-01-31 17:49:00,3,normal,29.0,27.0,102.0,0.0,False,On Time,0.0,0.0,0.15,11.69413774377938,28.065930585070515,3.634299589348312,1.0,0.1225,Low,Route execution instability
PKG-100538,CR-120,Dallas,Z2,pickup,32.85013882870616,-96.82444684098259,32.84294291860085,-96.85560388082689,2026-01-30 08:38:00,2026-01-30 09:54:00,2026-01-30 10:15:00,2026-01-30 12:27:00,2026-01-30 11:49:00,12,acceptance_delay,76.0,21.0,132.0,38.0,True,Slight Delay,0.0,0.15833333333333333,0.6,3.0186016252138437,7.244643900513225,18.22035724773841,1.0,0.2665277777777778,Medium,Courier acceptance delay
PKG-100539,CR-125,Newark,Z1,delivery,40.74188389252537,-74.10958844910611,40.78626905588104,-74.18117171674699,2026-01-04 13:52:00,2026-01-04 14:16:00,2026-01-04 14:32:00,2026-01-04 16:06:00,2026-01-04 17:37:00,8,normal,24.0,16.0,94.0,0.0,False,On Time,0.0,0.0,0.4,7.791249196237321,18.69899807096957,5.027007310404303,1.0,0.16,Low,Route execution instability
PKG-100540,CR-100,Memphis,Z4,pickup,35.21929965590596,-90.05786757491903,35.10494332235235,-90.12583493285368,2026-01-09 18:58:00,2026-01-09 19:14:00,2026-01-09 19:29:00,2026-01-10 02:57:00,2026-01-09 22:56:00,9,execution_delay,16.0,15.0,448.0,241.0,True,Severe Delay,0.0,1.0,0.45,14.137439128409854,33.92985390818365,13.203711433957734,1.0,0.6518055555555555,High,Route execution instability
PKG-100541,CR-119,Chicago,Z2,pickup,41.95286744099021,-87.70391263313203,41.876954060059205,-87.59715236798887,2026-01-20 11:00:00,2026-01-20 11:25:00,2026-01-20 11:42:00,2026-01-20 12:41:00,2026-01-20 15:11:00,6,normal,25.0,17.0,59.0,0.0,False,On Time,0.0,0.0,0.3,12.218415428808598,29.324197029140635,2.0119903007529696,1.0,0.14500000000000002,Low,Route execution instability
PKG-100542,CR-132,Atlanta,Z2,delivery,33.774574147389906,-84.37748687234858,33.77818137622234,-84.37757756259975,2026-01-03 17:08:00,2026-01-03 17:22:00,2026-01-03 17:48:00,2026-01-04 01:46:00,2026-01-03 21:00:00,10,execution_delay,14.0,26.0,478.0,286.0,True,Severe Delay,0.0,1.0,0.5,0.4011931204890572,0.9628634891737373,496.4358970659345,1.0,0.7030555555555554,High,Route execution instability
PKG-100543,CR-114,Newark,Z3,delivery,40.7913267484164,-74.24870119920736,40.81086972028373,-74.14396248625165,2026-01-20 12:43:00,2026-01-20 14:56:00,2026-01-20 15:06:00,2026-01-20 17:20:00,2026-01-20 16:05:00,5,acceptance_delay,133.0,10.0,134.0,75.0,True,Moderate Delay,0.0,0.3125,0.25,9.08000208820237,21.79200501168569,6.149044107145909,1.0,0.2885416666666667,Medium,Courier acceptance delay
PKG-100544,CR-120,Atlanta,Z4,pickup,33.68847483143827,-84.38507275692632,33.74829195447144,-84.38523889379618,2026-01-02 11:03:00,2026-01-02 11:21:00,2026-01-02 11:43:00,2026-01-02 13:25:00,2026-01-02 15:23:00,2,normal,18.0,22.0,102.0,0.0,False,On Time,0.0,0.0,0.1,6.651378356752782,15.963308056206678,6.389653049409234,1.0,0.115,Low,Route execution instability
PKG-100545,CR-125,Chicago,Z3,delivery,41.93891575342634,-87.58057233430699,41.95654234316045,-87.67369951946962,2026-01-23 14:04:00,2026-01-23 14:20:00,2026-01-23 14:35:00,,2026-01-23 17:13:00,4,event_inconsistency,16.0,15.0,,999.0,True,Severe Delay,1.0,1.0,0.2,7.947264784379702,19.073435482511286,1.0,0.5,0.8300000000000001,Critical,Event-data inconsistency
PKG-100546,CR-140,Memphis,Z1,pickup,35.13861183095939,-90.12515623522695,35.19705534485137,-89.97939027174199,2026-01-27 12:15:00,2026-01-27 12:27:00,2026-01-27 12:42:00,2026-01-27 13:33:00,2026-01-27 16:40:00,6,normal,12.0,15.0,51.0,0.0,False,On Time,0.0,0.0,0.3,14.757758608098095,35.418620659435426,1.439920557335813,0.7199602786679065,0.11699602786679064,Low,No significant delay
PKG-100547,CR-115,Memphis,Z5,pickup,35.191755771274174,-90.02894419879145,35.16212951508144,-90.11531444814858,2026-01-02 08:24:00,2026-01-02 08:51:00,2026-01-02 08:58:00,2026-01-02 09:59:00,2026-01-02 11:39:00,8,normal,27.0,7.0,61.0,0.0,False,On Time,0.0,0.0,0.4,8.513245301503238,20.43178872360777,2.985543792821133,1.0,0.16,Low,Route execution instability
PKG-100548,CR-128,Memphis,Z3,pickup,35.08002644145707,-90.02058968680407,35.15898128825689,-90.08181331676253,2026-01-13 14:06:00,2026-01-13 14:29:00,2026-01-13 16:58:00,2026-01-13 19:34:00,2026-01-13 18:16:00,9,pickup_delay,23.0,149.0,156.0,78.0,True,Moderate Delay,0.0,0.325,0.45,10.39638894102334,24.951333458456013,6.252170861318499,1.0,0.32458333333333333,Medium,Pickup/task start delay
PKG-100549,CR-139,Memphis,Z4,pickup,35.14377345489879,-90.06050308146484,35.16873371269612,-90.1127955315833,2026-01-21 18:50:00,2026-01-21 19:11:00,2026-01-21 19:26:00,2026-01-21 21:26:00,2026-01-21 22:39:00,2,normal,21.0,15.0,120.0,0.0,False,On Time,0.0,0.0,0.1,5.504853140590727,13.211647537417745,9.082894442963195,1.0,0.115,Low,Route execution instability
PKG-100550,CR-106,Memphis,Z5,delivery,35.164361839758655,-89.99447528601455,35.214199198690906,-90.10884293980914,2026-01-17 12:22:00,2026-01-17 12:50:00,2026-01-17 13:14:00,2026-01-17 14:55:00,2026-01-17 16:09:00,3,normal,28.0,24.0,101.0,0.0,False,On Time,0.0,0.0,0.15,11.778210430137843,28.267705032330824,3.572981955361518,1.0,0.1225,Low,Route execution instability
PKG-100551,CR-108,Memphis,Z1,delivery,35.11936669729295,-90.05926429949626,35.223058616222986,-90.00830021839411,2026-01-10 17:56:00,2026-01-10 19:29:00,2026-01-10 19:48:00,2026-01-10 22:08:00,2026-01-10 20:35:00,10,acceptance_delay,93.0,19.0,140.0,93.0,True,Moderate Delay,0.0,0.3875,0.5,12.425778695892621,29.82186887014229,4.694541465849186,1.0,0.3622916666666667,Medium,Courier acceptance delay
PKG-100552,CR-118,Dallas,Z1,delivery,32.70587082338022,-96.79586274120905,32.83032798876697,-96.73960764711546,2026-01-14 13:12:00,2026-01-14 15:23:00,2026-01-14 16:28:00,2026-01-14 23:03:00,2026-01-14 15:55:00,11,severe_time_window_violation,131.0,65.0,395.0,428.0,True,Severe Delay,0.0,1.0,0.55,14.804872067677445,35.53169296242587,11.116835902463341,1.0,0.7825,Critical,Courier acceptance delay
PKG-100553,CR-130,Atlanta,Z5,pickup,33.80532138917257,-84.37742449454896,33.72270567752851,-84.42005894539513,2026-01-11 10:06:00,2026-01-11 13:02:00,2026-01-11 13:14:00,2026-01-11 15:37:00,2026-01-11 12:34:00,5,acceptance_delay,176.0,12.0,143.0,183.0,True,Moderate Delay,0.0,0.7625,0.25,9.996166542312308,23.990799701549538,5.9606183111421585,1.0,0.5060416666666666,High,Courier acceptance delay
PKG-100554,CR-140,Chicago,Z2,pickup,41.8979272028126,-87.67155695362003,41.91563378840488,-87.55738588336152,2026-01-11 14:13:00,2026-01-11 14:18:00,2026-01-11 14:34:00,2026-01-11 15:20:00,2026-01-11 17:31:00,4,normal,5.0,16.0,46.0,0.0,False,On Time,0.0,0.0,0.2,9.651176813808458,23.1628243531403,1.9859408895342052,0.9929704447671026,0.12929704447671025,Low,Route execution instability
PKG-100555,CR-101,Newark,Z1,delivery,40.70219219446231,-74.22129544888575,40.74940982278908,-74.12991476244937,2026-01-02 08:12:00,2026-01-02 08:22:00,2026-01-02 08:34:00,2026-01-02 09:52:00,2026-01-02 11:56:00,4,normal,10.0,12.0,78.0,0.0,False,On Time,0.0,0.0,0.2,9.320059975052816,22.36814394012676,3.487102023698707,1.0,0.13,Low,Route execution instability
PKG-100556,CR-135,Chicago,Z2,delivery,41.801538724489305,-87.57493897268559,41.94380383203172,-87.70644099832602,2026-01-22 10:24:00,2026-01-22 10:37:00,2026-01-22 13:33:00,2026-01-22 15:19:00,2026-01-22 13:33:00,7,pickup_delay,13.0,176.0,106.0,106.0,True,Moderate Delay,0.0,0.44166666666666665,0.35,19.204151835806005,46.08996440593441,2.299849899349277,1.0,0.36597222222222225,Medium,Pickup/task start delay
PKG-100557,CR-115,Dallas,Z3,delivery,32.847285880907684,-96.72066370463487,32.85633118627453,-96.73593379278931,2026-01-29 09:07:00,2026-01-29 09:16:00,2026-01-29 09:46:00,2026-01-29 10:55:00,2026-01-29 12:56:00,6,normal,9.0,30.0,69.0,0.0,False,On Time,0.0,0.0,0.3,1.7453572669985578,4.188857440796538,16.47227220673311,1.0,0.14500000000000002,Low,Route execution instability
PKG-100558,CR-124,Dallas,Z3,pickup,32.85301704644697,-96.83787205777047,32.7040912307776,-96.77843551875671,2026-01-07 16:18:00,2026-01-07 16:38:00,2026-01-07 17:03:00,2026-01-07 21:16:00,2026-01-07 20:18:00,10,execution_delay,20.0,25.0,253.0,58.0,True,Slight Delay,0.0,0.24166666666666667,0.5,17.467211013905597,41.92130643337344,6.035117259575369,1.0,0.29180555555555554,Medium,Route execution instability
PKG-100559,CR-117,Chicago,Z5,pickup,41.83157801175988,-87.69677476770322,41.87340676697612,-87.60363964822902,2026-01-03 10:32:00,2026-01-03 10:57:00,2026-01-03 11:26:00,2026-01-03 13:16:00,2026-01-03 15:07:00,5,normal,25.0,29.0,110.0,0.0,False,On Time,0.0,0.0,0.25,9.007660533136272,21.618385279527054,5.0882616151804685,1.0,0.1375,Low,Route execution instability
PKG-100560,CR-133,Atlanta,Z2,pickup,33.7829978997396,-84.38392389262377,33.746327528853,-84.31507969725753,2026-01-16 12:37:00,2026-01-16 13:07:00,2026-01-16 13:30:00,2026-01-16 15:38:00,2026-01-16 15:46:00,3,normal,30.0,23.0,128.0,0.0,False,On Time,0.0,0.0,0.15,7.558168026895455,18.13960326454909,7.056383655873843,1.0,0.1225,Low,Route execution instability
PKG-100561,CR-114,Chicago,Z4,delivery,41.86144399607014,-87.66084015418885,41.94029342872749,-87.61838073811865,2026-01-30 13:16:00,2026-01-30 14:48:00,2026-01-30 15:03:00,2026-01-30 17:00:00,2026-01-30 16:12:00,10,acceptance_delay,92.0,15.0,117.0,48.0,True,Slight Delay,0.0,0.2,0.5,9.445652017787603,22.66956484269025,5.161104803373691,1.0,0.27166666666666667,Medium,Courier acceptance delay
PKG-100562,CR-114,Newark,Z1,pickup,40.73766193411485,-74.19858016311395,40.72788419249958,-74.18319909395105,2026-01-12 15:20:00,2026-01-12 15:25:00,2026-01-12 15:35:00,2026-01-12 17:16:00,2026-01-12 19:19:00,4,normal,5.0,10.0,101.0,0.0,False,On Time,0.0,0.0,0.2,1.691652369775359,4.059965687460862,24.877057535716833,1.0,0.13,Low,Route execution instability
PKG-100563,CR-104,Dallas,Z1,pickup,32.8315165422699,-96.79495344168346,32.799684703872394,-96.75126027265021,2026-01-30 11:06:00,2026-01-30 11:22:00,2026-01-30 11:28:00,2026-01-30 13:22:00,2026-01-30 14:57:00,4,normal,16.0,6.0,114.0,0.0,False,On Time,0.0,0.0,0.2,5.403737434649673,12.968969843159217,8.790212436196846,1.0,0.13,Low,Route execution instability
PKG-100564,CR-112,Dallas,Z3,pickup,32.81593381545015,-96.75404274334485,32.83197171763714,-96.84649721013827,2026-01-20 10:54:00,2026-01-20 11:27:00,2026-01-20 12:11:00,2026-01-20 20:04:00,2026-01-20 14:07:00,4,execution_delay,33.0,44.0,473.0,357.0,True,Severe Delay,0.0,1.0,0.2,8.821231689466455,21.170956054719493,22.341929139971807,1.0,0.7270833333333333,High,Route execution instability
PKG-100565,CR-119,Dallas,Z3,pickup,32.848030401189035,-96.7455021894217,32.81794897200502,-96.8750974847412,2026-01-21 16:48:00,2026-01-21 18:28:00,2026-01-21 19:37:00,2026-01-22 03:33:00,2026-01-21 20:20:00,11,severe_time_window_violation,100.0,69.0,476.0,433.0,True,Severe Delay,0.0,1.0,0.55,12.56186954875488,30.14848691701171,15.788520376172189,1.0,0.7825,Critical,Courier acceptance delay
PKG-100566,CR-130,Chicago,Z5,pickup,41.91370165621567,-87.63597581803721,41.924806382138584,-87.65970802664066,2026-01-07 14:49:00,2026-01-07 16:32:00,2026-01-07 17:38:00,2026-01-08 03:22:00,2026-01-07 17:46:00,16,severe_time_window_violation,103.0,66.0,584.0,576.0,True,Severe Delay,0.0,1.0,0.8,2.319551766651543,5.5669242399637024,104.90532560288764,1.0,0.82,Critical,Courier acceptance delay
PKG-100567,CR-101,Dallas,Z2,delivery,32.745591509703814,-96.75895119022168,32.776668033802984,-96.77158429952347,2026-01-12 13:14:00,2026-01-12 13:40:00,2026-01-12 14:09:00,2026-01-12 15:45:00,2026-01-12 19:10:00,6,normal,26.0,29.0,96.0,0.0,False,On Time,0.0,0.0,0.3,3.6518882763308107,8.764531863193946,10.953237605666704,1.0,0.14500000000000002,Low,Route execution instability
PKG-100568,CR-119,Dallas,Z5,delivery,32.78751238840265,-96.87184656104786,32.718961557762256,-96.72064106660767,2026-01-11 17:40:00,2026-01-11 18:53:00,2026-01-11 19:59:00,2026-01-12 00:19:00,2026-01-11 20:58:00,16,workload_pressure,73.0,66.0,260.0,201.0,True,Moderate Delay,0.0,0.8375,0.8,16.06378867031113,38.55309280874671,6.743946621605741,1.0,0.6247916666666666,High,Workload pressure
PKG-100569,CR-125,Memphis,Z5,pickup,35.09963418850276,-90.11161786302466,35.160622401907375,-90.05675434775472,2026-01-29 12:05:00,2026-01-29 12:31:00,2026-01-29 12:53:00,2026-01-29 14:00:00,2026-01-29 15:13:00,8,normal,26.0,22.0,67.0,0.0,False,On Time,0.0,0.0,0.4,8.419208362258493,20.206100069420383,3.315830356665254,1.0,0.16,Low,Route execution instability
PKG-100570,CR-138,Atlanta,Z1,delivery,33.70083979757964,-84.32218475036265,33.73074305830457,-84.43505723257896,2026-01-10 18:33:00,2026-01-10 18:39:00,2026-01-10 18:55:00,2026-01-10 20:46:00,2026-01-10 21:35:00,3,normal,6.0,16.0,111.0,0.0,False,On Time,0.0,0.0,0.15,10.956543044551784,26.295703306924285,4.221221950384992,1.0,0.1225,Low,Route execution instability
PKG-100571,CR-120,Atlanta,Z4,delivery,33.82733521975368,-84.44733797295517,33.73594611248762,-84.34909715930371,2026-01-13 11:08:00,2026-01-13 12:02:00,2026-01-13 12:59:00,2026-01-13 17:40:00,2026-01-13 13:58:00,22,workload_pressure,54.0,57.0,281.0,222.0,True,Moderate Delay,0.0,0.925,1.0,13.627325843769988,32.705582025047974,8.591805514569124,1.0,0.6970833333333333,High,Workload pressure
PKG-100572,CR-136,Dallas,Z5,delivery,32.77709600338551,-96.76742625134115,32.740770556404236,-96.87580907059778,2026-01-05 15:04:00,2026-01-05 16:17:00,2026-01-05 17:38:00,2026-01-05 21:21:00,2026-01-05 18:41:00,18,workload_pressure,73.0,81.0,223.0,160.0,True,Moderate Delay,0.0,0.6666666666666666,0.9,10.910117574766057,26.184282179438537,8.516559608997527,1.0,0.5572222222222222,High,Workload pressure
PKG-100573,CR-136,Atlanta,Z4,pickup,33.7611812403668,-84.35003348625767,33.71506588559902,-84.32704094824923,2026-01-15 13:44:00,2026-01-15 15:09:00,2026-01-15 15:58:00,2026-01-15 20:18:00,2026-01-15 17:32:00,25,workload_pressure,85.0,49.0,260.0,166.0,True,Moderate Delay,0.0,0.6916666666666667,1.0,5.551077078567483,13.322584988561958,19.515732136310014,1.0,0.5843055555555555,High,Courier acceptance delay
PKG-100574,CR-111,Atlanta,Z2,delivery,33.812994339248824,-84.35068096753112,33.74225250433047,-84.32226670472733,2026-01-06 17:06:00,2026-01-06 17:12:00,2026-01-06 17:24:00,2026-01-06 18:29:00,2026-01-06 21:16:00,7,normal,6.0,12.0,65.0,0.0,False,On Time,0.0,0.0,0.35,8.29294725205954,19.903073404942894,3.2658272758948557,1.0,0.1525,Low,Route execution instability
PKG-100575,CR-134,Dallas,Z1,delivery,32.84209783536611,-96.81119549466086,32.81859772791007,-96.857603100067,2026-01-12 09:48:00,2026-01-12 10:17:00,2026-01-12 10:46:00,2026-01-12 12:12:00,2026-01-12 14:32:00,5,normal,29.0,29.0,86.0,0.0,False,On Time,0.0,0.0,0.25,5.062597983123058,12.150235159495338,7.0780523068964225,1.0,0.1375,Low,Route execution instability
PKG-100576,CR-110,Dallas,Z2,delivery,32.77064679787959,-96.86528872127668,32.807817714256785,-96.75704221741925,2026-01-13 13:47:00,2026-01-13 13:58:00,2026-01-13 14:15:00,2026-01-13 15:04:00,2026-01-13 16:49:00,4,normal,11.0,17.0,49.0,0.0,False,On Time,0.0,0.0,0.2,10.93027978134511,26.232671475228265,1.867899731305335,0.9339498656526675,0.12339498656526675,Low,Route execution instability
PKG-100577,CR-107,Chicago,Z3,pickup,41.8756614779727,-87.69888205260926,41.885848566457064,-87.67103302255443,2026-01-31 15:08:00,2026-01-31 16:58:00,2026-01-31 17:18:00,2026-01-31 18:59:00,2026-01-31 17:10:00,6,acceptance_delay,110.0,20.0,101.0,109.0,True,Moderate Delay,0.0,0.45416666666666666,0.3,2.5688204220794826,6.165169012990758,16.382357042796517,1.0,0.3645138888888889,Medium,Courier acceptance delay
PKG-100578,CR-111,Dallas,Z1,pickup,32.723652539774875,-96.769577255054,32.698493698879936,-96.83327963763058,2026-01-15 13:11:00,2026-01-15 13:17:00,2026-01-15 13:43:00,2026-01-15 15:36:00,2026-01-15 17:06:00,5,normal,6.0,26.0,113.0,0.0,False,On Time,0.0,0.0,0.25,6.583907010639651,15.801376825535161,7.151275565898222,1.0,0.1375,Low,Route execution instability
PKG-100579,CR-103,Newark,Z1,pickup,40.76615547402898,-74.18136213048408,40.75141285605987,-74.24461364882897,2026-01-13 11:59:00,2026-01-13 12:11:00,2026-01-13 12:22:00,2026-01-13 13:18:00,2026-01-13 15:03:00,5,normal,12.0,11.0,56.0,0.0,False,On Time,0.0,0.0,0.25,5.573949883424441,13.377479720218657,4.186139779031911,1.0,0.1375,Low,Route execution instability
PKG-100580,CR-101,Memphis,Z3,delivery,35.178293524109066,-90.11889256236486,35.22289924083029,-90.11354348707566,2026-01-27 18:10:00,2026-01-27 18:21:00,2026-01-27 18:57:00,2026-01-28 01:08:00,2026-01-27 21:03:00,10,execution_delay,11.0,36.0,371.0,245.0,True,Severe Delay,0.0,1.0,0.5,4.983685479119058,11.960845149885738,31.0178750206079,1.0,0.6631944444444444,High,Route execution instability
PKG-100581,CR-120,Dallas,Z5,delivery,32.79664773651018,-96.72750762111937,32.75991022741666,-96.80853915271663,2026-01-08 11:06:00,2026-01-08 11:16:00,2026-01-08 11:21:00,2026-01-08 12:57:00,2026-01-08 16:53:00,4,normal,10.0,5.0,96.0,0.0,False,On Time,0.0,0.0,0.2,8.606810156614099,20.656344375873836,4.647482548370268,1.0,0.13,Low,Route execution instability
PKG-100582,CR-100,Atlanta,Z2,pickup,33.70421539099934,-84.36272612760654,33.71355321985477,-84.3681744969261,2026-01-02 09:56:00,2026-01-02 10:10:00,2026-01-02 10:39:00,2026-01-02 12:40:00,2026-01-02 15:03:00,2,normal,14.0,29.0,121.0,0.0,False,On Time,0.0,0.0,0.1,1.1541637721592108,2.7699930531821058,43.68242001942854,1.0,0.115,Low,Route execution instability
PKG-100583,CR-134,Newark,Z2,pickup,40.80914555270046,-74.15642125677543,40.81272654317722,-74.14098954144887,2026-01-22 10:21:00,2026-01-22 10:50:00,2026-01-22 11:17:00,2026-01-22 12:42:00,2026-01-22 16:11:00,5,normal,29.0,27.0,85.0,0.0,False,On Time,0.0,0.0,0.25,1.3584060870227526,3.260174608854606,26.072223177599366,1.0,0.1375,Low,Route execution instability
PKG-100584,CR-104,Dallas,Z1,pickup,32.757879423941404,-96.77450528723978,32.73388807638099,-96.78300503241464,2026-01-01 11:01:00,2026-01-01 11:14:00,2026-01-01 14:03:00,2026-01-01 15:53:00,2026-01-01 15:05:00,7,pickup_delay,13.0,169.0,110.0,48.0,True,Slight Delay,0.0,0.2,0.35,2.7836339212557144,6.680721411013715,16.465287688640334,1.0,0.24916666666666668,Medium,Pickup/task start delay
PKG-100585,CR-115,Newark,Z1,delivery,40.67770887724701,-74.17260376289293,40.68802188600501,-74.19228032912685,2026-01-21 08:15:00,2026-01-21 08:44:00,2026-01-21 09:24:00,,2026-01-21 12:19:00,8,event_inconsistency,29.0,40.0,,999.0,True,Severe Delay,1.0,1.0,0.4,2.016905087677575,4.84057221042618,1.0,0.5,0.8600000000000001,Critical,Event-data inconsistency
PKG-100586,CR-108,Dallas,Z3,delivery,32.78003965753529,-96.72058919928682,32.80038742801274,-96.83084718328648,2026-01-01 11:54:00,2026-01-01 12:14:00,2026-01-01 12:39:00,2026-01-01 17:31:00,2026-01-01 15:43:00,4,execution_delay,20.0,25.0,292.0,108.0,True,Moderate Delay,0.0,0.45,0.2,10.552012966483307,25.324831119559935,11.530185477701776,1.0,0.34750000000000003,Medium,Route execution instability
PKG-100587,CR-115,Chicago,Z5,pickup,41.8815355083962,-87.68043272423463,41.89886520205265,-87.69946129914538,2026-01-16 09:12:00,2026-01-16 09:21:00,2026-01-16 09:32:00,2026-01-16 10:33:00,2026-01-16 12:35:00,3,normal,9.0,11.0,61.0,0.0,False,On Time,0.0,0.0,0.15,2.488819032657273,5.9731656783774545,10.212340203590333,1.0,0.1225,Low,Route execution instability
PKG-100588,CR-137,Newark,Z2,delivery,40.73688792781611,-74.18420162939431,40.73043187960561,-74.22613459014693,2026-01-07 11:27:00,2026-01-07 11:39:00,2026-01-07 11:53:00,2026-01-07 13:14:00,2026-01-07 16:54:00,5,normal,12.0,14.0,81.0,0.0,False,On Time,0.0,0.0,0.25,3.605383187754563,8.65291965061095,9.361002213198743,1.0,0.1375,Low,Route execution instability
PKG-100589,CR-140,Chicago,Z3,pickup,41.81090255550267,-87.55419116792729,41.86181911570754,-87.68295743390237,2026-01-15 14:32:00,2026-01-15 14:55:00,2026-01-15 17:04:00,2026-01-15 19:25:00,2026-01-15 17:04:00,10,pickup_delay,23.0,129.0,141.0,141.0,True,Moderate Delay,0.0,0.5875,0.5,12.077084503765613,28.98500280903747,4.864584658795908,1.0,0.45895833333333336,Medium,Pickup/task start delay
PKG-100590,CR-124,Atlanta,Z1,pickup,33.76422933785582,-84.44355220657248,33.7852637176224,-84.42683332445569,2026-01-15 12:29:00,2026-01-15 12:51:00,2026-01-15 13:15:00,2026-01-15 15:01:00,2026-01-15 15:47:00,4,normal,22.0,24.0,106.0,0.0,False,On Time,0.0,0.0,0.2,2.8032991049557947,6.727917851893908,15.755245877468765,1.0,0.13,Low,Route execution instability
PKG-100591,CR-108,Atlanta,Z2,delivery,33.815581109988244,-84.46733111189266,33.80686482036197,-84.35114101728756,2026-01-12 15:25:00,2026-01-12 16:05:00,2026-01-12 16:27:00,,2026-01-12 18:42:00,9,event_inconsistency,40.0,22.0,,999.0,True,Severe Delay,1.0,1.0,0.45,10.778366932546191,25.86808063811086,1.0,0.5,0.8675,Critical,Event-data inconsistency
PKG-100592,CR-131,Dallas,Z5,delivery,32.76210601359009,-96.87078769637051,32.84415651975212,-96.81542783816799,2026-01-19 10:12:00,2026-01-19 10:30:00,2026-01-19 11:02:00,2026-01-19 17:12:00,2026-01-19 14:22:00,7,execution_delay,18.0,32.0,370.0,170.0,True,Moderate Delay,0.0,0.7083333333333334,0.35,10.488642358237179,25.17274165976923,14.698438692171917,1.0,0.4948611111111111,High,Route execution instability
PKG-100593,CR-140,Dallas,Z1,pickup,32.84494300101285,-96.75929372710371,32.73547645907131,-96.87147878846947,2026-01-27 13:40:00,2026-01-27 13:50:00,2026-01-27 14:09:00,2026-01-27 19:15:00,2026-01-27 17:37:00,7,execution_delay,10.0,19.0,306.0,98.0,True,Moderate Delay,0.0,0.4083333333333333,0.35,16.066485497290117,38.55956519349628,7.935774131903646,1.0,0.34986111111111107,Medium,Route execution instability
